5							
#n	DRF4PFI791.PV	DRF4HFIC41.PV	DRF4HTI43.PVA	DKGUFAI502X.PV	DRF4UTI744.PVA  
  2.4475377e-018	  1.9994934e+001	  7.4611915e+001	  2.8784010e+004	  2.0421139e+001	
  7.9955825e-003	  4.7581559e+000	  4.7452786e+001	  3.0724280e+004	  2.3292484e+001	
  3.4034480e-001	  1.0646726e+001	  4.4928913e+001	  3.0579996e+004	  2.6163829e+001	
  5.3920033e-018	  1.0716306e+001	  4.7478879e+001	  3.0738712e+004	  2.8464425e+001	
  6.4531962e-003	  1.0718590e+001	  5.0862831e+001	  3.1975124e+004	  3.0122118e+001	
  2.4466561e-019	  1.4489341e+001	  6.3866895e+001	  3.3567326e+004	  3.1450071e+001	
  3.4210546e-002	  4.1158271e+001	  8.6732817e+001	  3.3941118e+004	  2.9754268e+001	
  1.5389921e-002	  4.1100592e+001	  1.0584633e+002	  3.5798979e+004	  2.9012662e+001	
  9.3061839e+001	  5.2537731e+001	  1.2455902e+002	  3.0189072e+004	  2.9068759e+001	
  5.0042134e+002	  5.3835940e+001	  1.7628057e+002	  3.0815555e+004	  2.9105136e+001	
  4.6094149e+002	  6.0003080e+001	  2.5787031e+002	  3.4071081e+004	  2.8441757e+001	
  3.5303556e+002	  6.0010729e+001	  2.6642356e+002	  3.4032529e+004	  2.7431703e+001	
  3.5662358e+002	  6.0061172e+001	  2.6679333e+002	  3.5881758e+004	  2.6601290e+001	
  3.4064875e+002	  6.0017309e+001	  2.6683048e+002	  3.5742145e+004	  2.5890363e+001	
  3.4226634e+002	  5.9942138e+001	  2.6657910e+002	  3.9092477e+004	  2.5179435e+001	
  3.1858217e+002	  6.0004122e+001	  2.6644054e+002	  3.9742536e+004	  2.4468508e+001	
  3.1213246e+002	  5.9925221e+001	  2.6613042e+002	  3.8363227e+004	  2.3757580e+001	
  3.1216510e+002	  5.9990506e+001	  2.6577632e+002	  3.7531425e+004	  2.3046653e+001	
  3.2505750e+002	  5.9941321e+001	  2.6572167e+002	  3.8021240e+004	  2.2335725e+001	
  3.1986233e+002	  5.9735420e+001	  2.6604110e+002	  3.8168368e+004	  2.1624798e+001	
  3.1609088e+002	  5.9936321e+001	  2.6630611e+002	  3.4664280e+004	  2.0913870e+001	
  3.2267215e+002	  6.0104947e+001	  2.6632571e+002	  3.4143076e+004	  2.0224557e+001	
  3.3117067e+002	  6.1911018e+001	  2.6510905e+002	  3.5052351e+004	  2.0302225e+001	
  3.6994134e+002	  7.2498077e+001	  2.6398829e+002	  3.6236973e+004	  2.0761831e+001	
  3.6384970e+002	  7.4803797e+001	  2.6520032e+002	  3.5082052e+004	  2.1717721e+001	
  3.7712849e+002	  7.4877503e+001	  2.6462294e+002	  3.4970789e+004	  2.3288283e+001	
  3.7843462e+002	  7.5013135e+001	  2.6431871e+002	  3.5033259e+004	  2.4986169e+001	
  3.7371443e+002	  7.4833924e+001	  2.6410980e+002	  3.5140199e+004	  2.9286105e+001	
  3.7661294e+002	  7.4868546e+001	  2.6418483e+002	  3.6008644e+004	  3.3073432e+001	
  3.7568265e+002	  7.5285681e+001	  2.6424055e+002	  3.5787041e+004	  3.3522857e+001	
  4.0564519e+002	  7.9769219e+001	  2.6362889e+002	  3.5768713e+004	  3.3828411e+001	
  4.0003982e+002	  7.9991069e+001	  2.6491274e+002	  3.5979553e+004	  3.3455536e+001	
  4.0488363e+002	  7.9953413e+001	  2.6476907e+002	  3.4534350e+004	  3.2624070e+001	
  4.2430173e+002	  8.0077580e+001	  2.6459957e+002	  3.3310005e+004	  3.1802573e+001	
  4.3383456e+002	  7.9981602e+001	  2.6439138e+002	  3.3310000e+004	  3.1251435e+001	
  4.3596485e+002	  8.0976942e+001	  2.6397348e+002	  3.0468596e+004	  3.0530741e+001	
  4.5390101e+002	  8.4895191e+001	  2.6394388e+002	  3.3164017e+004	  2.8481961e+001	
  4.4326698e+002	  8.5031237e+001	  2.6429414e+002	  3.2714982e+004	  2.6128756e+001	
  4.4606491e+002	  8.4986023e+001	  2.6429055e+002	  3.2097130e+004	  2.3264875e+001	
  4.4821908e+002	  8.5142453e+001	  2.6375979e+002	  3.2034193e+004	  2.1216022e+001	
  4.4803496e+002	  8.5091232e+001	  2.6381633e+002	  3.1472747e+004	  2.0862660e+001	
  4.5217620e+002	  8.5121096e+001	  2.6387485e+002	  3.1687367e+004	  2.0536484e+001	
  4.4359840e+002	  8.5148065e+001	  2.6392981e+002	  3.1730163e+004	  2.0210308e+001	
  4.4362814e+002	  8.4996788e+001	  2.6398156e+002	  3.1770963e+004	  1.9884133e+001	
  4.4277389e+002	  8.4978334e+001	  2.6403331e+002	  3.1792908e+004	  1.9557957e+001	
  4.4196936e+002	  8.5021036e+001	  2.6408505e+002	  3.1765249e+004	  1.9231781e+001	
  4.4034373e+002	  8.5012085e+001	  2.6413680e+002	  3.1738758e+004	  1.8905605e+001	
  4.4054975e+002	  8.5085749e+001	  2.6418855e+002	  3.1859368e+004	  1.9036654e+001	
  4.3796166e+002	  8.5049648e+001	  2.6423386e+002	  3.2396872e+004	  2.0988539e+001	
  4.2430171e+002	  8.4990373e+001	  2.6405064e+002	  3.1920537e+004	  2.3129120e+001	
  4.3350410e+002	  8.5130038e+001	  2.6375361e+002	  3.2291727e+004	  2.5269701e+001	
  4.5632692e+002	  8.8799294e+001	  2.6401260e+002	  3.2601665e+004	  2.7534304e+001	
  5.0040850e+002	  9.7367269e+001	  2.6496620e+002	  3.2718819e+004	  3.0973865e+001	
  5.5707287e+002	  1.0461529e+002	  2.6592190e+002	  3.2585526e+004	  3.2219600e+001	
  5.5725991e+002	  1.0495626e+002	  2.6676421e+002	  3.3471845e+004	  3.3161815e+001	
  5.5346178e+002	  1.0501099e+002	  2.6699117e+002	  3.4216302e+004	  3.3517588e+001	
  5.4396044e+002	  1.0498084e+002	  2.6712569e+002	  3.4681417e+004	  3.3340443e+001	
  5.4129858e+002	  1.0452872e+002	  2.6719360e+002	  3.4924456e+004	  3.2437551e+001	
  5.6624993e+002	  1.0824295e+002	  2.6687381e+002	  3.3913131e+004	  2.5647802e+001	
  6.0752411e+002	  1.1297095e+002	  2.6616909e+002	  3.2196142e+004	  2.1010151e+001	
  6.1537977e+002	  1.1474926e+002	  2.6629357e+002	  3.1848131e+004	  2.0484544e+001	
  6.3002825e+002	  1.1561575e+002	  2.6579961e+002	  3.1773706e+004	  1.9958937e+001	
  6.2570685e+002	  1.1588221e+002	  2.6517613e+002	  3.1549868e+004	  1.9433330e+001	
  6.2899831e+002	  1.1596150e+002	  2.6455265e+002	  3.1359475e+004	  1.8907723e+001	
  6.3292817e+002	  1.1601033e+002	  2.6392917e+002	  3.1296153e+004	  1.8496335e+001	
  6.3337989e+002	  1.1606381e+002	  2.6330569e+002	  3.1707515e+004	  1.8277335e+001	
  6.3128726e+002	  1.1599457e+002	  2.6283862e+002	  3.1865900e+004	  1.8061419e+001	
  6.2652282e+002	  1.1598340e+002	  2.6283713e+002	  3.1733053e+004	  1.7845504e+001	
  6.3003519e+002	  1.1600992e+002	  2.6286657e+002	  3.1782107e+004	  1.7629588e+001	
  6.2816918e+002	  1.1598902e+002	  2.6289601e+002	  3.1960146e+004	  1.7413673e+001	
  6.2240009e+002	  1.1590142e+002	  2.6292545e+002	  3.2059936e+004	  1.7267762e+001	
  6.2127879e+002	  1.1587729e+002	  2.6295489e+002	  3.2328659e+004	  1.7915719e+001	
  6.1391199e+002	  1.1606853e+002	  2.6298433e+002	  3.1855113e+004	  1.8787189e+001	
  6.2316587e+002	  1.1595669e+002	  2.6301377e+002	  3.2425551e+004	  2.1103645e+001	
  6.1663501e+002	  1.1598119e+002	  2.6304321e+002	  3.2289940e+004	  2.5547572e+001	
  6.2946291e+002	  1.1596636e+002	  2.6307265e+002	  3.2336076e+004	  2.7688648e+001	
  6.2595994e+002	  1.1602780e+002	  2.6301623e+002	  3.3057978e+004	  2.9341764e+001	
  6.1669298e+002	  1.1599483e+002	  2.6289099e+002	  3.3033297e+004	  3.0044178e+001	
  6.2567544e+002	  1.1596961e+002	  2.6289114e+002	  3.2207988e+004	  2.9145255e+001	
  6.3047207e+002	  1.1595069e+002	  2.6289334e+002	  3.2642391e+004	  2.8220655e+001	
  6.1514659e+002	  1.1587641e+002	  2.6289799e+002	  3.1848624e+004	  2.7271119e+001	
  6.3744135e+002	  1.1600109e+002	  2.6294801e+002	  3.2206914e+004	  2.6350145e+001	
  6.3339521e+002	  1.1590543e+002	  2.6301505e+002	  3.2965366e+004	  2.5492773e+001	
  6.2921035e+002	  1.1595650e+002	  2.6308208e+002	  3.2627887e+004	  2.4615979e+001	
  6.2745550e+002	  1.1593258e+002	  2.6314911e+002	  3.2103743e+004	  2.3204882e+001	
  6.2279812e+002	  1.1601351e+002	  2.6321615e+002	  3.2502345e+004	  2.1682276e+001	
  6.0151353e+002	  1.1602418e+002	  2.6320634e+002	  3.2163142e+004	  2.0274035e+001	
  6.0832353e+002	  1.1595180e+002	  2.6302430e+002	  3.2367969e+004	  1.9321274e+001	
  6.0566946e+002	  1.1605242e+002	  2.6283582e+002	  3.2099638e+004	  1.8415719e+001	
  6.0929248e+002	  1.1605617e+002	  2.6264734e+002	  3.1978866e+004	  1.7510165e+001	
  6.1041635e+002	  1.1604955e+002	  2.6245887e+002	  3.1854054e+004	  1.6604611e+001	
  6.1139445e+002	  1.1601515e+002	  2.6227039e+002	  3.1989986e+004	  1.5699056e+001	
  6.0600343e+002	  1.1597439e+002	  2.6208191e+002	  3.1883167e+004	  1.5089505e+001	
  6.1060702e+002	  1.1596030e+002	  2.6189343e+002	  3.1997343e+004	  1.5361160e+001	
  6.0804831e+002	  1.1592648e+002	  2.6170495e+002	  3.2204322e+004	  1.5691377e+001	
  6.0405552e+002	  1.1597549e+002	  2.6151647e+002	  3.2033533e+004	  1.6191138e+001	
  6.1095299e+002	  1.1595593e+002	  2.6142890e+002	  3.1434671e+004	  1.7985701e+001	
  6.3148317e+002	  1.1598056e+002	  2.6151130e+002	  3.1238332e+004	  2.0050046e+001	
  6.3667819e+002	  1.1595196e+002	  2.6159643e+002	  3.1303194e+004	  2.2286259e+001	
  6.4384607e+002	  1.1654335e+002	  2.6160947e+002	  3.1615491e+004	  2.5436323e+001	
  6.3837040e+002	  1.1708039e+002	  2.6270616e+002	  3.1460891e+004	  2.6822532e+001	
  6.6638878e+002	  1.1961246e+002	  2.6203525e+002	  3.1440294e+004	  2.6695085e+001	
  6.6852541e+002	  1.2019311e+002	  2.6237839e+002	  3.2041785e+004	  2.5586621e+001	
  6.5217769e+002	  1.1995718e+002	  2.6257384e+002	  3.2184621e+004	  2.4759486e+001	
  6.5680841e+002	  1.1989108e+002	  2.6281968e+002	  3.2596440e+004	  2.4260660e+001	
  6.5900938e+002	  1.2004485e+002	  2.6306538e+002	  3.2683427e+004	  2.3666290e+001	
  6.5362961e+002	  1.1999667e+002	  2.6310741e+002	  3.2554110e+004	  2.2842625e+001	
  6.5976518e+002	  1.1995430e+002	  2.6296515e+002	  3.2442661e+004	  2.1903327e+001	
  6.5708355e+002	  1.2000260e+002	  2.6282290e+002	  3.2397079e+004	  2.0080844e+001	
  6.5486683e+002	  1.2015699e+002	  2.6268858e+002	  3.1750525e+004	  1.8074329e+001	
  6.5411414e+002	  1.2005043e+002	  2.6270044e+002	  3.1163674e+004	  1.6410292e+001	
  6.5347111e+002	  1.2006799e+002	  2.6276713e+002	  3.1337056e+004	  1.5765775e+001	
  6.4270036e+002	  1.1994396e+002	  2.6283383e+002	  3.1267075e+004	  1.5189006e+001	
  6.4601592e+002	  1.2003086e+002	  2.6290053e+002	  3.1086581e+004	  1.4612237e+001	
  6.4907975e+002	  1.1994480e+002	  2.6296723e+002	  3.0972408e+004	  1.4035469e+001	
  6.5064136e+002	  1.2000894e+002	  2.6298661e+002	  3.0973083e+004	  1.3458700e+001	
  6.4892321e+002	  1.1994819e+002	  2.6269121e+002	  3.0884921e+004	  1.2881932e+001	
  6.5271107e+002	  1.2003979e+002	  2.6267644e+002	  3.0991820e+004	  1.2361032e+001	
  6.4750804e+002	  1.1989817e+002	  2.6273583e+002	  3.1019829e+004	  1.2869977e+001	
  6.4885361e+002	  1.1992507e+002	  2.6279523e+002	  3.1212505e+004	  1.3765246e+001	
  6.4549232e+002	  1.1996646e+002	  2.6285462e+002	  3.1647285e+004	  1.5951036e+001	
  6.4578964e+002	  1.1977307e+002	  2.6291401e+002	  3.2303842e+004	  1.9748900e+001	
  6.4968651e+002	  1.1990823e+002	  2.6297340e+002	  3.2952301e+004	  2.3154298e+001	
  6.5292149e+002	  1.1994692e+002	  2.6305077e+002	  3.3496409e+004	  2.5890434e+001	
  6.5144332e+002	  1.1997045e+002	  2.6322567e+002	  3.3497186e+004	  2.8505461e+001	
  6.5575778e+002	  1.1986088e+002	  2.6337059e+002	  3.3641733e+004	  2.9086064e+001	
  6.5460905e+002	  1.1991416e+002	  2.6323671e+002	  3.4000024e+004	  2.8903533e+001	
  6.4563490e+002	  1.1996335e+002	  2.6350603e+002	  3.3630936e+004	  2.8721002e+001	
  6.5807102e+002	  1.1996753e+002	  2.6378176e+002	  3.3099425e+004	  2.8538192e+001	
  6.5698679e+002	  1.1983291e+002	  2.6355598e+002	  3.3481941e+004	  2.7905619e+001	
  6.6867285e+002	  1.1992458e+002	  2.6336269e+002	  3.3696573e+004	  2.6866182e+001	
  6.6824497e+002	  1.1991740e+002	  2.6335103e+002	  3.3321804e+004	  2.5826746e+001	
  6.6677511e+002	  1.1992541e+002	  2.6334229e+002	  3.2815964e+004	  2.4284978e+001	
  6.6763249e+002	  1.2002854e+002	  2.6333355e+002	  3.2074247e+004	  2.1897109e+001	
  6.6860584e+002	  1.2010605e+002	  2.6332481e+002	  3.1550765e+004	  2.0181147e+001	
  6.6883088e+002	  1.2007741e+002	  2.6331606e+002	  3.1516660e+004	  1.9619816e+001	
  6.6258336e+002	  1.2001227e+002	  2.6330732e+002	  3.1574115e+004	  1.9077000e+001	
  6.5826002e+002	  1.1995432e+002	  2.6331443e+002	  3.1391949e+004	  1.8534185e+001	
  6.6178517e+002	  1.1995265e+002	  2.6338465e+002	  3.1262703e+004	  1.7991370e+001	
  6.5794619e+002	  1.2004658e+002	  2.6346142e+002	  3.0860252e+004	  1.7448554e+001	
  6.6589682e+002	  1.1992077e+002	  2.6353819e+002	  3.0623749e+004	  1.6905739e+001	
  6.6914305e+002	  1.2011188e+002	  2.6361495e+002	  3.0551527e+004	  1.6362924e+001	
  6.7043730e+002	  1.2001956e+002	  2.6369172e+002	  3.0454160e+004	  1.5820108e+001	
  6.7783336e+002	  1.2007457e+002	  2.6376849e+002	  2.8877422e+004	  1.6186454e+001	
  6.7544687e+002	  1.2004189e+002	  2.6383525e+002	  3.1866204e+004	  1.9324845e+001	
  6.6945024e+002	  1.2002251e+002	  2.6371755e+002	  3.3203799e+004	  2.3390225e+001	
  6.6511654e+002	  1.1993260e+002	  2.6353244e+002	  3.4541949e+004	  2.7654700e+001	
  6.6905419e+002	  1.1988872e+002	  2.6336753e+002	  3.5058099e+004	  3.1268511e+001	
  6.3166080e+002	  1.1994641e+002	  2.6323363e+002	  3.9830133e+004	  3.0413394e+001	
  6.2303903e+002	  1.1992615e+002	  2.6320359e+002	  3.9419219e+004	  3.0162635e+001	
  6.1852450e+002	  1.1990896e+002	  2.6306369e+002	  3.8855925e+004	  3.1346896e+001	
  6.1571418e+002	  1.1972125e+002	  2.6308197e+002	  3.9055133e+004	  3.2765563e+001	
  6.1197403e+002	  1.1941479e+002	  2.6346595e+002	  3.8270879e+004	  3.0390445e+001	
  6.1146170e+002	  1.1934113e+002	  2.6384718e+002	  3.7652853e+004	  2.8429577e+001	
  6.0700218e+002	  1.1931325e+002	  2.6389661e+002	  3.7335408e+004	  2.7188356e+001	
  6.0625272e+002	  1.1944075e+002	  2.6387243e+002	  3.7246685e+004	  2.6518624e+001	
  6.0856080e+002	  1.1985877e+002	  2.6405374e+002	  3.7604887e+004	  2.5886559e+001	
  6.0808877e+002	  1.1982247e+002	  2.6393322e+002	  3.7083477e+004	  2.4701049e+001	
  6.0713115e+002	  1.2005908e+002	  2.6372772e+002	  3.6707367e+004	  2.3494853e+001	
  6.1579719e+002	  1.2006820e+002	  2.6352221e+002	  3.5996941e+004	  2.2516722e+001	
  6.1923559e+002	  1.1986524e+002	  2.6336359e+002	  3.4987547e+004	  2.2049814e+001	
  6.2600649e+002	  1.1995443e+002	  2.6334454e+002	  3.4680913e+004	  2.1602013e+001	
  6.2835551e+002	  1.2006845e+002	  2.6333475e+002	  3.5559606e+004	  2.1154213e+001	
  6.2310447e+002	  1.2011458e+002	  2.6332497e+002	  3.5553044e+004	  2.0706412e+001	
  6.2649690e+002	  1.2007116e+002	  2.6331518e+002	  3.6033191e+004	  2.0258612e+001	
  6.2067991e+002	  1.1999841e+002	  2.6330540e+002	  3.5090410e+004	  1.9810811e+001	
  6.2941542e+002	  1.2014002e+002	  2.6329561e+002	  3.4961889e+004	  1.9363010e+001	
  6.2877041e+002	  1.2007793e+002	  2.6328583e+002	  3.5945499e+004	  1.9270390e+001	
  6.2237251e+002	  1.1997881e+002	  2.6327604e+002	  3.6246496e+004	  2.0592295e+001	
  6.2147716e+002	  1.2000184e+002	  2.6326895e+002	  3.8141508e+004	  2.2671257e+001	
  6.1202008e+002	  1.1994431e+002	  2.6335744e+002	  3.9962288e+004	  2.7181255e+001	
  6.0679318e+002	  1.1992292e+002	  2.6349352e+002	  4.0626845e+004	  3.1567594e+001	
  6.0413779e+002	  1.1998395e+002	  2.6362961e+002	  4.0925736e+004	  3.4397708e+001	
  6.0270103e+002	  1.1995132e+002	  2.6376569e+002	  4.0588850e+004	  3.4697215e+001	
  6.1377923e+002	  1.1998224e+002	  2.6388380e+002	  4.0602100e+004	  3.3033487e+001	
  6.1164526e+002	  1.2000681e+002	  2.6379798e+002	  3.8997077e+004	  3.1835338e+001	
  6.2134513e+002	  1.1996810e+002	  2.6363615e+002	  3.9408027e+004	  3.0747430e+001	
  6.1859186e+002	  1.1994476e+002	  2.6343260e+002	  3.7729537e+004	  2.9383048e+001	
  6.2917652e+002	  1.1995914e+002	  2.6325881e+002	  3.6439025e+004	  2.7996104e+001	
  6.3201929e+002	  1.2003872e+002	  2.6313781e+002	  3.5625599e+004	  2.6083777e+001	
  6.3725775e+002	  1.1999197e+002	  2.6301764e+002	  3.5368852e+004	  2.4410601e+001	
  6.3555796e+002	  1.1995855e+002	  2.6289748e+002	  3.4921021e+004	  2.3304021e+001	
  6.3558535e+002	  1.1981377e+002	  2.6280655e+002	  3.5237391e+004	  2.2197440e+001	
  6.3199782e+002	  1.1991198e+002	  2.6278116e+002	  3.5407512e+004	  2.1247392e+001	
  6.3160373e+002	  1.1998877e+002	  2.6275821e+002	  3.5334315e+004	  2.0648245e+001	
  6.3090866e+002	  1.2004805e+002	  2.6273527e+002	  3.5270207e+004	  2.0062215e+001	
  6.2931323e+002	  1.1998409e+002	  2.6270995e+002	  3.5281798e+004	  1.9476185e+001	
  6.2898616e+002	  1.2005305e+002	  2.6266644e+002	  3.4628005e+004	  1.8890155e+001	
  6.3735568e+002	  1.2001360e+002	  2.6261915e+002	  3.4042299e+004	  1.8437017e+001	
  6.4194107e+002	  1.2015925e+002	  2.6257185e+002	  3.4174215e+004	  1.8998775e+001	
  6.3896944e+002	  1.2000576e+002	  2.6252456e+002	  3.5189267e+004	  1.9771996e+001	
  6.3238574e+002	  1.2001625e+002	  2.6247727e+002	  3.5306903e+004	  2.0553060e+001	
  6.3326464e+002	  1.2005468e+002	  2.6249419e+002	  3.5484262e+004	  2.2124681e+001	
  6.3644382e+002	  1.1992140e+002	  2.6285963e+002	  3.7491411e+004	  2.4782274e+001	
  6.2953390e+002	  1.1990404e+002	  2.6320039e+002	  3.8218627e+004	  2.8657846e+001	
  6.2803052e+002	  1.1993298e+002	  2.6324589e+002	  3.9063497e+004	  3.1884738e+001	
  6.2526601e+002	  1.1984157e+002	  2.6334715e+002	  4.0162335e+004	  3.4635722e+001	
  6.1979773e+002	  1.1984861e+002	  2.6346664e+002	  4.0551623e+004	  3.5696402e+001	
  6.1757739e+002	  1.1991645e+002	  2.6358614e+002	  3.9938366e+004	  3.4203843e+001	
  6.1503624e+002	  1.1990892e+002	  2.6370395e+002	  3.9829400e+004	  3.4432357e+001	
  6.0742461e+002	  1.1992540e+002	  2.6365159e+002	  3.9264819e+004	  3.4363241e+001	
  6.1545931e+002	  1.1978158e+002	  2.6348606e+002	  3.9328091e+004	  3.4652646e+001	
  6.1312943e+002	  1.1965445e+002	  2.6332053e+002	  3.9541386e+004	  3.3846282e+001	
  6.1442347e+002	  1.1961874e+002	  2.6315500e+002	  3.8955915e+004	  3.1109223e+001	
  6.0675102e+002	  1.1961677e+002	  2.6298947e+002	  3.7520650e+004	  2.8521839e+001	
  6.1332935e+002	  1.1964846e+002	  2.6283649e+002	  3.6599260e+004	  2.6168759e+001	
  6.1842680e+002	  1.1964391e+002	  2.6282594e+002	  3.6545885e+004	  2.5109944e+001	
  6.2242019e+002	  1.1986036e+002	  2.6285547e+002	  3.5818908e+004	  2.4415500e+001	
  6.2909355e+002	  1.1992897e+002	  2.6288501e+002	  3.5699542e+004	  2.3721057e+001	
  6.2216070e+002	  1.1981564e+002	  2.6291455e+002	  3.5663499e+004	  2.3026613e+001	
  6.2560682e+002	  1.2005297e+002	  2.6294409e+002	  3.5232482e+004	  2.2332169e+001	
  6.3221487e+002	  1.1996278e+002	  2.6297363e+002	  3.4945666e+004	  2.1637725e+001	
  6.3272613e+002	  1.2005000e+002	  2.6300316e+002	  3.4584174e+004	  2.0943281e+001	
  6.3366267e+002	  1.2010937e+002	  2.6303270e+002	  3.4703809e+004	  2.0248837e+001	
  6.3157502e+002	  1.2008593e+002	  2.6306224e+002	  3.4607506e+004	  1.9554394e+001	
  6.3329262e+002	  1.2004719e+002	  2.6308808e+002	  3.4943028e+004	  1.9668050e+001	
  6.3227706e+002	  1.1990351e+002	  2.6307197e+002	  3.6296922e+004	  2.2999906e+001	
  6.2794620e+002	  1.1995740e+002	  2.6304406e+002	  3.8629730e+004	  2.6665277e+001	
  6.1798159e+002	  1.1983862e+002	  2.6301615e+002	  3.9994971e+004	  3.0055660e+001	
  6.0653378e+002	  1.1991015e+002	  2.6295697e+002	  4.0016434e+004	  3.2350839e+001	
  6.1231408e+002	  1.1963268e+002	  2.6277329e+002	  3.9843661e+004	  3.4532507e+001	
  6.1547545e+002	  1.1937676e+002	  2.6261335e+002	  3.9835361e+004	  3.6327025e+001	
  6.1575812e+002	  1.1921025e+002	  2.6286881e+002	  4.0445697e+004	  3.6020366e+001	
  6.0375718e+002	  1.1891585e+002	  2.6295128e+002	  4.0888840e+004	  3.5398035e+001	
  5.9485345e+002	  1.1886392e+002	  2.6278920e+002	  4.0727401e+004	  3.4775704e+001	
  5.9537643e+002	  1.1877834e+002	  2.6268011e+002	  4.0814406e+004	  3.4153372e+001	
  5.9728642e+002	  1.1874577e+002	  2.6259873e+002	  4.0536164e+004	  3.3531041e+001	
  5.9347793e+002	  1.1877747e+002	  2.6255809e+002	  3.9547662e+004	  3.2430179e+001	
  6.0447896e+002	  1.1899269e+002	  2.6251024e+002	  3.8340862e+004	  3.0256657e+001	
  6.1332884e+002	  1.1926913e+002	  2.6244480e+002	  3.7414736e+004	  2.8039776e+001	
  6.1416538e+002	  1.1944324e+002	  2.6237869e+002	  3.5658525e+004	  2.5512156e+001	
  6.2911032e+002	  1.1967906e+002	  2.6229318e+002	  3.3142606e+004	  2.3106406e+001	
  6.4336852e+002	  1.2016682e+002	  2.6198764e+002	  3.3315247e+004	  2.1718877e+001	
  6.3828363e+002	  1.2009412e+002	  2.6162015e+002	  3.3196226e+004	  2.1136966e+001	
  6.4162873e+002	  1.1998675e+002	  2.6125266e+002	  3.3878521e+004	  2.0555055e+001	
  6.3731734e+002	  1.1999577e+002	  2.6101495e+002	  3.3149562e+004	  2.0150120e+001	
  6.4410725e+002	  1.2009608e+002	  2.6093936e+002	  3.3663667e+004	  1.9966266e+001	
  6.4096042e+002	  1.1997194e+002	  2.6086425e+002	  3.4248135e+004	  1.9783078e+001	
  6.3899713e+002	  1.1995578e+002	  2.6078915e+002	  3.4489523e+004	  1.9599890e+001	
  6.3932747e+002	  1.1993621e+002	  2.6071405e+002	  3.4509566e+004	  1.9434576e+001	
  6.3984763e+002	  1.1996918e+002	  2.6063895e+002	  3.3544500e+004	  2.1070620e+001	
  6.3508794e+002	  1.1991836e+002	  2.6056099e+002	  3.6578549e+004	  2.3904790e+001	
  6.3584560e+002	  1.1998125e+002	  2.6047167e+002	  3.6934907e+004	  2.6738960e+001	
  6.3341538e+002	  1.1991102e+002	  2.6038116e+002	  3.8090217e+004	  2.9573130e+001	
  6.2878039e+002	  1.1975816e+002	  2.6029066e+002	  3.8607691e+004	  3.1484187e+001	
  6.2811319e+002	  1.1992292e+002	  2.6020741e+002	  3.9128371e+004	  3.2219859e+001	
  6.2700852e+002	  1.1994936e+002	  2.6038153e+002	  3.8724002e+004	  3.2163086e+001	
  6.2914060e+002	  1.1988186e+002	  2.6065664e+002	  3.8483891e+004	  3.1713407e+001	
  6.2918297e+002	  1.1977847e+002	  2.6072444e+002	  3.8436581e+004	  3.1069831e+001	
  6.2894492e+002	  1.1977677e+002	  2.6075071e+002	  3.7983733e+004	  2.9849061e+001	
  6.2968905e+002	  1.1986893e+002	  2.6078607e+002	  3.7467490e+004	  2.8589937e+001	
  6.3462100e+002	  1.2001843e+002	  2.6082280e+002	  3.6385618e+004	  2.7291503e+001	
  6.3778794e+002	  1.1999483e+002	  2.6085952e+002	  3.4962679e+004	  2.5268398e+001	
  6.4739536e+002	  1.2001217e+002	  2.6089625e+002	  3.4467520e+004	  2.3045639e+001	
  6.4312221e+002	  1.2004134e+002	  2.6085241e+002	  3.4481817e+004	  2.2153534e+001	
  6.4439848e+002	  1.1995205e+002	  2.6062801e+002	  3.4612693e+004	  2.1760564e+001	
  6.4334725e+002	  1.2005813e+002	  2.6039685e+002	  3.4698779e+004	  2.1367595e+001	
  6.4410013e+002	  1.2003063e+002	  2.6016569e+002	  3.4885972e+004	  2.0974625e+001	
  6.3960744e+002	  1.2005034e+002	  2.5996187e+002	  3.5455778e+004	  2.0581655e+001	
  6.3543383e+002	  1.1998059e+002	  2.5995164e+002	  3.5361263e+004	  2.0188685e+001	
  6.3655643e+002	  1.1992663e+002	  2.5995942e+002	  3.5593216e+004	  1.9795716e+001	
  6.3416231e+002	  1.2004570e+002	  2.5998569e+002	  3.5217626e+004	  1.9402746e+001	
  6.3822449e+002	  1.1997248e+002	  2.6003557e+002	  3.5060925e+004	  1.9009776e+001	
  6.4276651e+002	  1.2002802e+002	  2.6005054e+002	  3.5429745e+004	  1.8964274e+001	
  6.3907612e+002	  1.1992013e+002	  2.6000658e+002	  3.6832307e+004	  2.1572374e+001	
  6.3694863e+002	  1.1991099e+002	  2.5996168e+002	  3.7720469e+004	  2.4723352e+001	
  6.3624084e+002	  1.1990390e+002	  2.5991678e+002	  3.8018296e+004	  2.7518764e+001	
  6.3642720e+002	  1.1990517e+002	  2.5987188e+002	  3.9073404e+004	  3.0137124e+001	
  6.2923082e+002	  1.1990690e+002	  2.5982697e+002	  3.9772580e+004	  3.2755483e+001	
  6.2538199e+002	  1.1984935e+002	  2.5978721e+002	  3.9805729e+004	  3.5223906e+001	
  6.2886756e+002	  1.1992692e+002	  2.5992984e+002	  3.9655182e+004	  3.4875477e+001	
  6.2529062e+002	  1.1987745e+002	  2.6016329e+002	  3.9480093e+004	  3.1666235e+001	
  6.1496669e+002	  1.1984091e+002	  2.6076597e+002	  4.1776422e+004	  3.2503919e+001	
