5							
#n	DRF4PFI791.PV	DRF4HFIC41.PV	DRF4HTI43.PVA	DKGUFAI502X.PV	DRF4UTI744.PVA  
  4.5444668e+002	  9.4943437e+001	  2.6614964e+002	  4.0508828e+004	 -1.0974685e-001	
  4.7346233e+002	  9.5038202e+001	  2.6594897e+002	  3.9321075e+004	 -3.0087575e-002	
  4.9093587e+002	  9.5010077e+001	  2.6574829e+002	  3.7333635e+004	  4.9571701e-002	
  4.8995189e+002	  9.5009678e+001	  2.6554761e+002	  3.7813200e+004	  1.2923098e-001	
  4.8870752e+002	  9.5001497e+001	  2.6534693e+002	  3.8229481e+004	  2.0889025e-001	
  5.0500926e+002	  9.5054910e+001	  2.6516840e+002	  3.6934849e+004	  2.8854953e-001	
  5.0294744e+002	  9.4973756e+001	  2.6513695e+002	  3.7088294e+004	  3.2727826e-001	
  5.0439397e+002	  9.5140402e+001	  2.6513256e+002	  3.7136407e+004	  1.6992096e-001	
  5.0095812e+002	  9.4919996e+001	  2.6512817e+002	  3.7325958e+004	 -1.3057642e-002	
  4.9539595e+002	  9.5087350e+001	  2.6512378e+002	  3.7764991e+004	 -1.9603625e-001	
  4.9766550e+002	  9.4961868e+001	  2.6511939e+002	  3.7745499e+004	 -3.7901486e-001	
  5.0357135e+002	  9.4980311e+001	  2.6511500e+002	  3.7240166e+004	 -5.6199346e-001	
  5.0616730e+002	  9.5029829e+001	  2.6511061e+002	  3.7140547e+004	 -7.4497207e-001	
  5.0180459e+002	  9.5067480e+001	  2.6510621e+002	  3.7113869e+004	 -9.2795068e-001	
  5.0336972e+002	  9.4920712e+001	  2.6510182e+002	  3.7264702e+004	 -1.1109293e+000	
  5.0307091e+002	  9.5051291e+001	  2.6509280e+002	  3.7282730e+004	 -1.2939079e+000	
  5.0015009e+002	  9.4954324e+001	  2.6507147e+002	  3.7178159e+004	 -1.4156532e+000	
  5.1141457e+002	  9.5053292e+001	  2.6504946e+002	  3.6805563e+004	 -1.2440624e+000	
  5.0586458e+002	  9.4923209e+001	  2.6502746e+002	  3.6926737e+004	 -1.0341454e+000	
  4.9684254e+002	  9.5072076e+001	  2.6500546e+002	  3.7475630e+004	 -8.2422843e-001	
  4.8788981e+002	  9.4960560e+001	  2.6498345e+002	  3.8391815e+004	 -6.1431145e-001	
  4.8157391e+002	  9.5062764e+001	  2.6496145e+002	  3.8633920e+004	 -4.0439447e-001	
  4.9020066e+002	  9.4954655e+001	  2.6493944e+002	  3.8505690e+004	 -1.9447748e-001	
  4.9491899e+002	  9.5051717e+001	  2.6491744e+002	  3.8134188e+004	  1.5439497e-002	
  4.9581389e+002	  9.4949689e+001	  2.6489544e+002	  3.7859243e+004	  2.1299583e-001	
  4.9932841e+002	  9.5025574e+001	  2.6493143e+002	  3.7558944e+004	  8.1171376e-002	
  4.9436449e+002	  9.5065060e+001	  2.6508370e+002	  3.7805134e+004	 -1.9734571e-001	
  4.8909906e+002	  9.4950906e+001	  2.6523924e+002	  3.8023242e+004	 -4.7586281e-001	
  4.7240512e+002	  9.5043922e+001	  2.6539477e+002	  3.9056988e+004	 -7.5437990e-001	
  4.8605754e+002	  9.4995801e+001	  2.6551832e+002	  3.7640444e+004	 -1.0328970e+000	
  4.8277975e+002	  9.4934443e+001	  2.6542936e+002	  3.8273599e+004	 -1.3114141e+000	
  4.7916687e+002	  9.5012823e+001	  2.6530132e+002	  3.6903439e+004	 -1.5899312e+000	
  4.7337568e+002	  9.5029851e+001	  2.6517328e+002	  3.7967128e+004	 -1.8684483e+000	
  4.7182593e+002	  9.4974459e+001	  2.6504524e+002	  3.7898232e+004	 -2.1469653e+000	
  4.7322915e+002	  9.5006798e+001	  2.6491720e+002	  3.8311438e+004	 -2.4064751e+000	
  4.8006499e+002	  9.5043528e+001	  2.6478916e+002	  3.7299281e+004	 -2.3807124e+000	
  4.7985288e+002	  9.5059907e+001	  2.6466111e+002	  3.5738860e+004	 -2.2592675e+000	
  4.7890123e+002	  9.5009998e+001	  2.6453307e+002	  3.7201946e+004	 -2.1378226e+000	
  4.7344178e+002	  9.4920447e+001	  2.6440503e+002	  3.6965796e+004	 -2.0163777e+000	
  4.7337584e+002	  9.4932178e+001	  2.6425430e+002	  3.6117176e+004	 -1.8949328e+000	
  4.7255551e+002	  9.4965781e+001	  2.6399487e+002	  3.6553009e+004	 -1.7734879e+000	
  4.7635119e+002	  9.5010922e+001	  2.6372123e+002	  3.5724038e+004	 -1.6520430e+000	
  4.7421364e+002	  9.4918833e+001	  2.6344760e+002	  3.6417895e+004	 -1.5305981e+000	
  4.7413580e+002	  9.4988317e+001	  2.6317397e+002	  3.5778871e+004	 -1.3784621e+000	
  4.6015176e+002	  9.4972254e+001	  2.6290034e+002	  3.6963357e+004	 -1.0792916e+000	
  4.6310860e+002	  9.5057747e+001	  2.6262670e+002	  3.6861507e+004	 -7.6090873e-001	
  4.7064534e+002	  9.5004396e+001	  2.6235307e+002	  3.6618035e+004	 -4.4252582e-001	
  4.8990410e+002	  9.5395087e+001	  2.6314469e+002	  3.7457665e+004	 -1.2414291e-001	
  4.8936297e+002	  9.5567425e+001	  2.6550640e+002	  3.6511556e+004	  1.9423999e-001	
  5.1161807e+002	  1.0000127e+002	  2.6545834e+002	  3.8153249e+004	  1.7795259e-001	
  5.0836416e+002	  1.0015061e+002	  2.6494160e+002	  3.5951778e+004	 -3.4065773e-001	
  5.4251727e+002	  1.0595728e+002	  2.6431034e+002	  3.6010128e+004	 -8.6421209e-001	
  5.6397153e+002	  1.0971535e+002	  2.6418022e+002	  3.6639332e+004	 -1.3877665e+000	
  5.6642921e+002	  1.0989735e+002	  2.6427332e+002	  3.5678952e+004	 -1.9113208e+000	
  5.7404229e+002	  1.0995248e+002	  2.6436642e+002	  3.5308574e+004	 -2.4348752e+000	
  5.7525330e+002	  1.1001981e+002	  2.6445952e+002	  3.5119174e+004	 -2.9584296e+000	
  5.6087420e+002	  1.0993397e+002	  2.6455261e+002	  3.5768664e+004	 -3.4819839e+000	
  5.6173144e+002	  1.1000016e+002	  2.6464571e+002	  3.5807700e+004	 -4.0055383e+000	
  5.6661868e+002	  1.1045898e+002	  2.6473881e+002	  3.5408092e+004	 -4.5290927e+000	
  5.9950206e+002	  1.1446637e+002	  2.6483157e+002	  3.5083314e+004	 -4.9141242e+000	
  6.0795947e+002	  1.1635790e+002	  2.6491520e+002	  3.4915308e+004	 -5.1463191e+000	
  6.0865348e+002	  1.1701169e+002	  2.6499477e+002	  3.5009437e+004	 -5.3784227e+000	
  6.0617234e+002	  1.1691931e+002	  2.6507434e+002	  3.5102201e+004	 -5.6105263e+000	
  6.0857198e+002	  1.1703717e+002	  2.6515391e+002	  3.4943840e+004	 -5.8426299e+000	
  6.0678116e+002	  1.1699584e+002	  2.6523348e+002	  3.5080702e+004	 -6.0747335e+000	
  6.1308197e+002	  1.1701466e+002	  2.6531304e+002	  3.5005573e+004	 -5.4916364e+000	
  6.1907006e+002	  1.1698140e+002	  2.6539261e+002	  3.4504472e+004	 -3.2049247e+000	
  6.2775852e+002	  1.1694111e+002	  2.6547218e+002	  3.4502868e+004	 -2.0680032e-001	
  6.2994973e+002	  1.1723432e+002	  2.6595168e+002	  3.2740518e+004	  2.9581552e+000	
  6.2770641e+002	  1.1716254e+002	  2.6723301e+002	  3.4981416e+004	  4.8193173e+000	
  6.2312263e+002	  1.1709464e+002	  2.6834313e+002	  3.4958850e+004	  4.7233710e+000	
  6.4133793e+002	  1.1699959e+002	  2.6852512e+002	  3.3830346e+004	  4.4907225e+000	
  6.3642069e+002	  1.1709337e+002	  2.6858583e+002	  3.4252211e+004	  3.4778946e+000	
  6.3176199e+002	  1.1702714e+002	  2.6864653e+002	  3.4362925e+004	  2.3215677e+000	
  6.2235504e+002	  1.1707619e+002	  2.6866808e+002	  3.4560483e+004	  1.1652407e+000	
  6.3176494e+002	  1.1867433e+002	  2.6864641e+002	  3.4370590e+004	  8.9137151e-003	
  6.3738102e+002	  1.1988211e+002	  2.6843834e+002	  3.4362104e+004	 -1.1080273e+000	
  6.4615269e+002	  1.2015507e+002	  2.6742999e+002	  3.4228071e+004	 -1.6337793e+000	
  6.4326072e+002	  1.2006890e+002	  2.6769577e+002	  3.4443483e+004	 -1.9612312e+000	
  6.4076911e+002	  1.1988702e+002	  2.6842803e+002	  3.4401612e+004	 -2.2886830e+000	
  6.2444846e+002	  1.1994876e+002	  2.6911072e+002	  3.5070640e+004	 -2.6161348e+000	
  6.2480120e+002	  1.2004184e+002	  2.6946409e+002	  3.5073075e+004	 -2.9435866e+000	
  6.3008716e+002	  1.1990711e+002	  2.6975689e+002	  3.4661959e+004	 -3.2710385e+000	
  6.2771577e+002	  1.2002098e+002	  2.7004969e+002	  3.4992172e+004	 -3.5984903e+000	
  6.3246368e+002	  1.2000060e+002	  2.7032859e+002	  3.4988208e+004	 -3.9259421e+000	
  6.2442919e+002	  1.1999349e+002	  2.7039889e+002	  3.5267323e+004	 -4.2533939e+000	
  6.3014332e+002	  1.1999959e+002	  2.7039922e+002	  3.5120843e+004	 -4.5530832e+000	
  6.2430059e+002	  1.2008700e+002	  2.7039955e+002	  3.5115316e+004	 -4.4360965e+000	
  6.2367141e+002	  1.1998419e+002	  2.7039987e+002	  3.5320353e+004	 -4.1793540e+000	
  6.2388641e+002	  1.2008517e+002	  2.7040020e+002	  3.5315909e+004	 -3.9226116e+000	
  6.2683977e+002	  1.1989465e+002	  2.7040053e+002	  3.5177360e+004	 -3.1802857e+000	
  6.3628148e+002	  1.1999217e+002	  2.7040086e+002	  3.5217575e+004	 -1.4478362e+000	
  6.3097475e+002	  1.2000125e+002	  2.7037398e+002	  3.5513435e+004	  5.6084540e-001	
  6.3841004e+002	  1.2004869e+002	  2.7030627e+002	  3.5446411e+004	  2.6530141e+000	
  6.4879624e+002	  1.2007126e+002	  2.7023816e+002	  3.5179455e+004	  4.4506491e+000	
  6.5771603e+002	  1.1993521e+002	  2.7019283e+002	  3.4560044e+004	  4.6867414e+000	
  6.5424070e+002	  1.1994624e+002	  2.7025665e+002	  3.4508744e+004	  3.7302698e+000	
  6.4544068e+002	  1.2001728e+002	  2.7033474e+002	  3.4592196e+004	  1.9872762e+000	
  6.4245925e+002	  1.2013084e+002	  2.7041283e+002	  3.4567356e+004	  2.3653677e-001	
  6.3785789e+002	  1.2004140e+002	  2.7049092e+002	  3.4538714e+004	 -1.4439759e+000	
  6.3391440e+002	  1.2011781e+002	  2.7056900e+002	  3.4875697e+004	 -2.0705404e+000	
  6.3137263e+002	  1.1997738e+002	  2.7064709e+002	  3.4836710e+004	 -2.3436146e+000	
  6.3021631e+002	  1.1987100e+002	  2.7072518e+002	  3.6025896e+004	 -2.6166888e+000	
  6.2707154e+002	  1.2008634e+002	  2.7080327e+002	  3.5302389e+004	 -2.8897630e+000	
  6.0194811e+002	  1.2001647e+002	  2.7088136e+002	  3.6152981e+004	 -3.1628372e+000	
  5.9109669e+002	  1.1998694e+002	  2.7092732e+002	  3.6870396e+004	 -3.4359114e+000	
  6.0257292e+002	  1.1999998e+002	  2.7092505e+002	  3.6183330e+004	 -3.7024159e+000	
  6.0975436e+002	  1.2010325e+002	  2.7092231e+002	  3.5907378e+004	 -3.8703237e+000	
  6.0107108e+002	  1.2006721e+002	  2.7091956e+002	  3.6448365e+004	 -4.0270947e+000	
  6.0073853e+002	  1.1999897e+002	  2.7091682e+002	  3.6516404e+004	 -4.3295766e+000	
  6.0117666e+002	  1.2004842e+002	  2.7091408e+002	  3.6543473e+004	 -4.6588592e+000	
  6.0241515e+002	  1.2004553e+002	  2.7091134e+002	  3.6245296e+004	 -4.9881418e+000	
  6.1262317e+002	  1.2005590e+002	  2.7090860e+002	  3.5807868e+004	 -5.3025532e+000	
  6.1265316e+002	  1.2000396e+002	  2.7090585e+002	  3.5842094e+004	 -4.6951554e+000	
  6.1170964e+002	  1.1993904e+002	  2.7090311e+002	  3.5934612e+004	 -3.5413810e+000	
  6.0937609e+002	  1.2020774e+002	  2.7095409e+002	  3.6302479e+004	 -2.3852102e+000	
  6.0614974e+002	  1.2029345e+002	  2.7106435e+002	  3.6512613e+004	 -1.1651552e+000	
  6.0634299e+002	  1.1998486e+002	  2.7117450e+002	  3.6630078e+004	  8.3355652e-002	
  6.1791889e+002	  1.2007145e+002	  2.7127568e+002	  3.6147431e+004	  1.4087756e+000	
  6.3063665e+002	  1.1994528e+002	  2.7137154e+002	  3.6294118e+004	  3.3226720e+000	
  6.3589327e+002	  1.1991991e+002	  2.7146740e+002	  3.5594348e+004	  2.2599646e+000	
  6.3580812e+002	  1.1994278e+002	  2.7155301e+002	  3.5255253e+004	  9.6202450e-001	
  6.2406341e+002	  1.1914040e+002	  2.7160226e+002	  3.5708772e+004	 -7.0870666e-001	
  5.6655034e+002	  1.1128276e+002	  2.7137832e+002	  3.5616673e+004	 -2.4677617e+000	
  5.2296885e+002	  1.0466097e+002	  2.7079841e+002	  3.6251184e+004	 -3.2483261e+000	
  5.0374925e+002	  1.0181123e+002	  2.6958617e+002	  3.5838321e+004	 -3.5930662e+000	
  4.9499375e+002	  9.9956921e+001	  2.6966452e+002	  3.5228117e+004	 -3.9378064e+000	
  4.8658263e+002	  9.9921509e+001	  2.6944520e+002	  3.5887527e+004	 -4.2825465e+000	
  4.7977976e+002	  9.9956547e+001	  2.6922074e+002	  3.6341842e+004	 -4.6272866e+000	
  4.7803879e+002	  9.8146297e+001	  2.6899628e+002	  3.5898961e+004	 -4.9720268e+000	
  4.5991249e+002	  9.4132194e+001	  2.6877689e+002	  3.5680015e+004	 -5.3167669e+000	
  4.6924249e+002	  9.3851886e+001	  2.6863352e+002	  3.5178721e+004	 -5.6615071e+000	
  4.6856617e+002	  9.4156285e+001	  2.6851565e+002	  3.5094875e+004	 -5.8642505e+000	
  4.5851677e+002	  9.3809336e+001	  2.6839778e+002	  3.5618887e+004	 -5.5634739e+000	
  4.4946632e+002	  9.1183122e+001	  2.6828015e+002	  3.5528856e+004	 -5.2184031e+000	
  4.4543046e+002	  9.1032098e+001	  2.6817731e+002	  3.6152269e+004	 -4.8733323e+000	
  4.4107247e+002	  9.0983737e+001	  2.6808322e+002	  3.6402764e+004	 -4.5282615e+000	
  4.3333177e+002	  9.0482866e+001	  2.6798914e+002	  3.6176519e+004	 -4.1831907e+000	
  4.3447006e+002	  8.9105956e+001	  2.6789506e+002	  3.5426402e+004	 -3.8381199e+000	
  4.3393253e+002	  8.8924892e+001	  2.6780098e+002	  3.1865780e+004	 -3.4930491e+000	
  4.2885877e+002	  8.9037627e+001	  2.6770690e+002	  3.6185528e+004	 -3.1481724e+000	
  4.1773326e+002	  8.8734382e+001	  2.6761281e+002	  3.7033882e+004	 -2.8084671e+000	
  4.1999473e+002	  8.8929400e+001	  2.6751869e+002	  3.7032787e+004	 -2.4710651e+000	
  4.2130133e+002	  8.9074590e+001	  2.6740930e+002	  3.7596062e+004	 -2.1336630e+000	
  4.2337781e+002	  8.9104382e+001	  2.6728771e+002	  3.6924964e+004	 -1.7971359e+000	
  4.2717205e+002	  8.8888008e+001	  2.6716613e+002	  3.6764291e+004	 -1.7466536e+000	
  4.2474185e+002	  8.8808207e+001	  2.6704455e+002	  3.7068634e+004	 -1.9247722e+000	
  4.2770032e+002	  8.8885376e+001	  2.6690181e+002	  3.6558888e+004	 -2.1028909e+000	
  4.2526568e+002	  8.8865716e+001	  2.6661853e+002	  3.6998210e+004	 -2.2810096e+000	
  4.2763677e+002	  8.8999874e+001	  2.6630940e+002	  3.6585266e+004	 -2.4591282e+000	
  4.2591306e+002	  8.8985525e+001	  2.6600027e+002	  3.7242898e+004	 -2.6372469e+000	
  4.2417306e+002	  8.8997307e+001	  2.6569114e+002	  3.6883102e+004	 -2.8153656e+000	
  4.2072364e+002	  8.8877677e+001	  2.6538201e+002	  3.7392546e+004	 -2.9934842e+000	
  4.2569202e+002	  8.8858878e+001	  2.6507288e+002	  3.6798421e+004	 -3.1716029e+000	
  4.1975345e+002	  8.9125389e+001	  2.6476375e+002	  3.7266952e+004	 -3.3481418e+000	
  4.2218082e+002	  8.9019331e+001	  2.6460072e+002	  3.8796441e+004	 -3.4267661e+000	
  4.1601424e+002	  8.9013646e+001	  2.6465697e+002	  3.7701551e+004	 -3.4473551e+000	
  4.2515442e+002	  8.9075915e+001	  2.6471538e+002	  3.7183282e+004	 -3.4679440e+000	
  4.2845540e+002	  8.9243386e+001	  2.6477379e+002	  3.6831643e+004	 -3.4885329e+000	
  4.2895708e+002	  8.9033417e+001	  2.6483220e+002	  3.6659554e+004	 -3.5091219e+000	
  4.2915556e+002	  8.8897776e+001	  2.6489060e+002	  3.6801189e+004	 -3.5297108e+000	
  4.2536187e+002	  8.9302009e+001	  2.6494901e+002	  3.6906396e+004	 -3.5502998e+000	
  4.2539097e+002	  8.8884367e+001	  2.6500742e+002	  3.6830152e+004	 -3.5708887e+000	
  4.3765807e+002	  8.9003924e+001	  2.6506583e+002	  3.6029614e+004	 -3.5914776e+000	
  4.3344019e+002	  8.8883392e+001	  2.6512424e+002	  3.6347089e+004	 -3.6117770e+000	
  4.3052076e+002	  8.8904455e+001	  2.6519596e+002	  3.6503754e+004	 -3.6243555e+000	
  4.2873244e+002	  8.8916446e+001	  2.6528237e+002	  3.6735012e+004	 -3.6334949e+000	
  4.2721044e+002	  8.9166852e+001	  2.6536879e+002	  3.6836973e+004	 -3.6426343e+000	
  4.3436162e+002	  9.2547631e+001	  2.6545874e+002	  3.7599212e+004	 -3.6517738e+000	
  4.4097794e+002	  9.3687274e+001	  2.6576745e+002	  3.7875963e+004	 -3.6609132e+000	
  4.4921761e+002	  9.4144120e+001	  2.6620583e+002	  3.7027104e+004	 -3.6760074e+000	
  4.4739752e+002	  9.3874872e+001	  2.6664420e+002	  3.7055772e+004	 -3.7306629e+000	
  4.4107377e+002	  9.4117008e+001	  2.6708257e+002	  3.7366327e+004	 -3.7925948e+000	
  4.4890167e+002	  9.3831537e+001	  2.6743939e+002	  3.6843475e+004	 -3.8545268e+000	
  4.5289139e+002	  9.4187342e+001	  2.6750697e+002	  3.6640116e+004	 -3.9164587e+000	
  4.5928501e+002	  9.4084583e+001	  2.6754911e+002	  3.6125281e+004	 -3.9783906e+000	
  4.6306668e+002	  9.4008168e+001	  2.6759126e+002	  3.6090798e+004	 -4.0403225e+000	
  4.5783331e+002	  9.4047662e+001	  2.6763340e+002	  3.6128363e+004	 -4.1022544e+000	
  4.5539400e+002	  9.4005410e+001	  2.6767554e+002	  3.6293581e+004	 -4.1641864e+000	
  4.5630531e+002	  9.3978179e+001	  2.6771768e+002	  3.6299900e+004	 -4.2261183e+000	
  4.6053052e+002	  9.4087459e+001	  2.6775982e+002	  3.5913374e+004	 -4.2511358e+000	
  4.6144154e+002	  9.4104800e+001	  2.6780196e+002	  3.6062342e+004	 -4.0309130e+000	
  4.5993210e+002	  9.4000141e+001	  2.6784411e+002	  3.5848834e+004	 -3.7655845e+000	
  4.6088272e+002	  9.3863078e+001	  2.6791152e+002	  3.5842856e+004	 -3.5002559e+000	
  4.6554756e+002	  9.4443160e+001	  2.6806856e+002	  3.5472071e+004	 -3.2349274e+000	
  4.6529515e+002	  9.3798604e+001	  2.6823348e+002	  3.5654592e+004	 -2.9695989e+000	
  4.5633603e+002	  9.4142978e+001	  2.6839840e+002	  3.6364034e+004	 -2.7042704e+000	
  4.6064744e+002	  9.4077977e+001	  2.6856332e+002	  3.5944023e+004	 -2.4389418e+000	
  4.6416192e+002	  9.4835763e+001	  2.6872824e+002	  3.6149347e+004	 -2.1736133e+000	
  4.7836305e+002	  9.7414599e+001	  2.6889317e+002	  3.6065658e+004	 -1.8039512e+000	
  4.7886520e+002	  9.9083313e+001	  2.6900773e+002	  3.6723179e+004	 -1.2251095e+000	
  4.8414411e+002	  9.8851457e+001	  2.6904670e+002	  3.6485486e+004	 -6.4039918e-001	
  4.7654665e+002	  9.8905174e+001	  2.6908493e+002	  3.7863071e+004	 -5.5688916e-002	
  4.8181060e+002	  9.8940704e+001	  2.6912315e+002	  3.7025722e+004	 -2.4752205e-001	
  4.8685001e+002	  9.8856463e+001	  2.6916138e+002	  3.6130985e+004	 -1.2962118e+000	
  4.7061301e+002	  9.8974886e+001	  2.6919961e+002	  3.7826087e+004	 -2.3454141e+000	
  4.6381194e+002	  9.9057013e+001	  2.6923784e+002	  3.7680679e+004	 -3.3946164e+000	
  4.6078287e+002	  9.9058052e+001	  2.6927606e+002	  3.8233352e+004	 -4.1409698e+000	
  4.5645829e+002	  9.8982088e+001	  2.6931429e+002	  3.8637098e+004	 -4.2801376e+000	
  4.4702896e+002	  9.8913091e+001	  2.6935252e+002	  3.8566150e+004	 -4.4022709e+000	
  4.5488128e+002	  9.9074060e+001	  2.6936307e+002	  3.8448487e+004	 -4.5244041e+000	
  4.6846671e+002	  9.8932976e+001	  2.6934309e+002	  3.7115005e+004	 -4.6459066e+000	
  4.7352665e+002	  9.9022048e+001	  2.6932309e+002	  3.6735506e+004	 -4.5614040e+000	
  4.6902669e+002	  9.9087376e+001	  2.6930309e+002	  3.7126687e+004	 -4.3122879e+000	
  4.6610285e+002	  9.8958772e+001	  2.6928309e+002	  3.7222037e+004	 -4.0631717e+000	
  4.5628316e+002	  9.9092559e+001	  2.6926309e+002	  3.7992274e+004	 -3.8140556e+000	
  4.6309666e+002	  9.9018534e+001	  2.6924309e+002	  3.7519028e+004	 -3.5649394e+000	
  4.6120422e+002	  9.9011311e+001	  2.6922309e+002	  3.7551467e+004	 -3.3158233e+000	
  4.6958456e+002	  9.9339328e+001	  2.6920309e+002	  3.7144870e+004	 -3.0667071e+000	
  4.7012777e+002	  9.9100125e+001	  2.6918317e+002	  3.6620303e+004	 -2.8175910e+000	
  4.6956822e+002	  9.8861135e+001	  2.6919008e+002	  3.6791287e+004	 -2.5684748e+000	
  4.7132131e+002	  9.8983540e+001	  2.6921843e+002	  3.6824829e+004	 -2.2929829e+000	
  4.6888696e+002	  9.8860441e+001	  2.6924678e+002	  3.7220822e+004	 -1.8911368e+000	
  4.7820287e+002	  9.8851672e+001	  2.6927514e+002	  3.6544857e+004	 -1.4727813e+000	
  4.7557861e+002	  9.8676263e+001	  2.6930349e+002	  3.6886574e+004	 -1.0544259e+000	
  4.7253963e+002	  9.9135528e+001	  2.6933184e+002	  3.7036164e+004	 -6.3607041e-001	
  4.6448704e+002	  9.9052108e+001	  2.6936019e+002	  3.7828177e+004	 -4.6841560e-001	
  4.5055219e+002	  9.9089130e+001	  2.6938854e+002	  3.9661674e+004	 -6.7704953e-001	
  4.5290355e+002	  9.9037914e+001	  2.6941689e+002	  3.8551981e+004	 -8.8938704e-001	
  4.5488926e+002	  9.9000612e+001	  2.6944525e+002	  3.9227062e+004	 -1.1017245e+000	
  4.5604168e+002	  9.8842404e+001	  2.6947573e+002	  3.8253159e+004	 -1.3140621e+000	
  4.5626317e+002	  9.9115923e+001	  2.6950791e+002	  3.8277226e+004	 -1.5263996e+000	
  4.5580746e+002	  9.9029373e+001	  2.6954008e+002	  3.8506101e+004	 -1.7387371e+000	
  4.5451516e+002	  9.8959678e+001	  2.6957226e+002	  3.8336597e+004	 -1.9510746e+000	
  4.5968151e+002	  9.9080398e+001	  2.6960444e+002	  3.7953698e+004	 -2.1634121e+000	
  4.7148455e+002	  9.8988364e+001	  2.6963662e+002	  3.7070698e+004	 -2.3757496e+000	
  4.7251683e+002	  9.9017572e+001	  2.6966879e+002	  3.7782361e+004	 -2.3789908e+000	
  4.6199743e+002	  9.8943590e+001	  2.6970097e+002	  3.7791598e+004	 -2.1515219e+000	
  4.5924082e+002	  9.9051974e+001	  2.6973315e+002	  3.7934908e+004	 -1.9239150e+000	
  4.6787900e+002	  9.8965389e+001	  2.6976525e+002	  3.8065728e+004	 -1.6963082e+000	
  4.6291818e+002	  9.8982775e+001	  2.6977296e+002	  3.7483622e+004	 -1.4687014e+000	
  4.7096949e+002	  9.9038585e+001	  2.6976118e+002	  3.7009547e+004	 -1.2410946e+000	
  4.6948326e+002	  9.8772117e+001	  2.6974940e+002	  3.7254826e+004	 -1.0134877e+000	
  4.6501716e+002	  9.8962220e+001	  2.6973761e+002	  3.7503381e+004	 -7.8588089e-001	
  4.6768530e+002	  9.9018157e+001	  2.6972583e+002	  3.7553997e+004	 -5.3995631e-001	
  4.6500461e+002	  9.8989884e+001	  2.6971405e+002	  3.7944158e+004	  8.4116111e-001	
  4.6285950e+002	  9.8995789e+001	  2.6970227e+002	  3.6640024e+004	  2.8950920e+000	
  4.6733683e+002	  9.8955181e+001	  2.6969048e+002	  3.8017505e+004	  4.7482601e+000	
  4.6241444e+002	  9.9073357e+001	  2.6967870e+002	  3.8432410e+004	  4.6687331e+000	
  4.5681741e+002	  9.8906303e+001	  2.6966698e+002	  4.0346592e+004	  4.1396489e+000	
  4.5482486e+002	  9.9138454e+001	  2.6967420e+002	  3.9835052e+004	  3.7034667e+000	
  4.5434096e+002	  9.8983642e+001	  2.6969656e+002	  3.9196629e+004	  3.2723092e+000	
  4.5704097e+002	  9.8778763e+001	  2.6971892e+002	  3.8702713e+004	  2.8411518e+000	
  4.5549701e+002	  9.9130022e+001	  2.6974129e+002	  3.8443869e+004	  2.4099944e+000	
  4.6436776e+002	  9.9055400e+001	  2.6976365e+002	  3.7673956e+004	  1.9788369e+000	
  4.6669131e+002	  9.8877508e+001	  2.6978602e+002	  3.7843076e+004	  1.5476795e+000	
  4.6089030e+002	  9.8844948e+001	  2.6980838e+002	  3.8187360e+004	  1.1165221e+000	
  4.6399869e+002	  9.8919297e+001	  2.6983074e+002	  3.8011587e+004	  8.0301544e-001	
  4.6482861e+002	  9.9073913e+001	  2.6985311e+002	  3.7761923e+004	  7.2539524e-001	
  4.7260148e+002	  9.9069047e+001	  2.6987460e+002	  3.7354626e+004	  6.5439337e-001	
  4.6710853e+002	  9.8941715e+001	  2.6984251e+002	  3.7835352e+004	  5.8339150e-001	
  4.6580283e+002	  9.9047323e+001	  2.6977865e+002	  3.8362921e+004	  5.1238963e-001	
  4.6824003e+002	  9.8996942e+001	  2.6971479e+002	  3.8155061e+004	  4.4138776e-001	
  4.6561774e+002	  9.8852580e+001	  2.6965093e+002	  3.8793290e+004	  3.7038589e-001	
  4.6513260e+002	  9.9121371e+001	  2.6958706e+002	  3.8040859e+004	  2.9938402e-001	
  4.6007439e+002	  9.8864755e+001	  2.6952320e+002	  3.8310383e+004	  2.2838215e-001	
  4.6501935e+002	  9.9180995e+001	  2.6945934e+002	  3.8008583e+004	  2.0430426e-001	
  4.5507275e+002	  9.8851093e+001	  2.6939548e+002	  3.8700413e+004	  4.9197090e-001	
  4.5267006e+002	  9.9026861e+001	  2.6933162e+002	  3.9063349e+004	  1.7499044e+000	
  4.6354672e+002	  9.8912435e+001	  2.6926982e+002	  3.9456439e+004	  5.7211832e+000	
  4.7720127e+002	  9.8964200e+001	  2.6933551e+002	  3.8146875e+004	  1.1395093e+001	
  4.7256197e+002	  9.9134545e+001	  2.6947676e+002	  3.9257803e+004	  1.3943797e+001	
  4.7084832e+002	  9.9370746e+001	  2.6961801e+002	  4.0847134e+004	  1.5674968e+001	
  4.6656899e+002	  9.9035282e+001	  2.6975926e+002	  4.1310736e+004	  1.5598069e+001	
  4.4540450e+002	  9.8990402e+001	  2.6990051e+002	  4.2893406e+004	  1.4449585e+001	
  4.6726143e+002	  9.9146562e+001	  2.6997154e+002	  4.1704634e+004	  1.3215511e+001	
  4.7366202e+002	  9.9167700e+001	  2.6996509e+002	  4.0655799e+004	  1.1412818e+001	
  4.6879851e+002	  9.8870476e+001	  2.6995860e+002	  4.0765717e+004	  9.5055406e+000	
  4.6729708e+002	  9.8862669e+001	  2.6995211e+002	  4.0767330e+004	  7.5982628e+000	
