  9.3853658e-002	  8.2378052e-001	  1.5170074e+000	 -1.0503549e-001	 -9.0843198e-001	
  1.1855795e-001	  8.2193656e-001	  1.5202032e+000	 -1.7878753e-001	 -8.8775260e-001	
  1.9509272e-001	  8.2429082e-001	  1.5229662e+000	 -5.0821409e-001	 -8.7852601e-001	
  3.5363798e-001	  8.2415858e-001	  1.5257291e+000	 -8.3591597e-001	 -8.7314069e-001	
  2.9816278e-001	  8.2095811e-001	  1.5284921e+000	 -4.0386803e-001	 -8.6775538e-001	
  3.7785992e-001	  8.2561820e-001	  1.5312551e+000	 -3.9669802e-001	 -8.6237007e-001	
  3.0211551e-001	  8.2234996e-001	  1.5069937e+000	 -4.7292831e-001	 -8.5698476e-001	
  2.2281616e-001	  7.1528844e-001	  1.4844312e+000	 -5.2012430e-001	 -8.5159944e-001	
  1.7534656e-001	  6.0677799e-001	  1.5543728e+000	 -6.1439743e-001	 -8.5114486e-001	
  8.3953282e-002	  6.0909433e-001	  1.3632649e+000	 -5.1623184e-001	 -8.5809150e-001	
  1.2983586e-001	  6.0654711e-001	  1.3564324e+000	 -3.6687622e-001	 -8.6511102e-001	
  7.3573186e-002	  6.1106150e-001	  1.3631828e+000	 -3.9111931e-001	 -8.7213053e-001	
  6.2236985e-002	  6.1307113e-001	  1.3699333e+000	 -3.3443430e-001	 -8.7915004e-001	
  7.6826556e-002	  6.1282822e-001	  1.3766838e+000	 -4.6851866e-001	 -8.8616956e-001	
  1.8321923e-001	  6.0564632e-001	  1.3834343e+000	 -8.1047630e-001	 -8.9318907e-001	
  2.0802303e-001	  6.0840846e-001	  1.3901848e+000	 -5.7937685e-001	 -9.0020858e-001	
  2.8216417e-001	  6.1607350e-001	  1.3969352e+000	 -5.3798616e-001	 -9.0722810e-001	
  2.5010307e-001	  6.0860413e-001	  1.4036857e+000	 -6.9093449e-001	 -9.1424761e-001	
  1.8522935e-001	  5.9971445e-001	  1.4104362e+000	 -7.5568769e-001	 -9.2374613e-001	
  1.1714596e-001	  6.0240110e-001	  1.3952573e+000	 -6.8092221e-001	 -9.3696545e-001	
  2.2017773e-001	  6.0895123e-001	  1.3361111e+000	 -7.5525516e-001	 -9.5022138e-001	
  3.8284422e-001	  6.5072115e-001	  1.2757315e+000	 -7.7997413e-001	 -9.6347732e-001	
  5.8597166e-001	  8.8907808e-001	  1.2153518e+000	 -7.0183075e-001	 -9.5996530e-001	
  3.8377038e-001	  1.0410156e+000	  1.2031984e+000	 -4.9573366e-001	 -8.9705203e-001	
  3.6813405e-001	  1.0992928e+000	  1.2442546e+000	 -3.9364613e-001	 -8.2991591e-001	
  4.1704812e-001	  1.1012122e+000	  1.2853426e+000	 -1.8204455e-001	 -7.6630858e-001	
  4.7748697e-001	  1.1059430e+000	  1.3264306e+000	 -1.3278660e-001	 -7.0301170e-001	
  5.4257473e-001	  1.1123116e+000	  1.3675186e+000	 -2.6384068e-001	 -6.3971482e-001	
  5.3407689e-001	  1.1047813e+000	  1.4086066e+000	 -4.1907529e-001	 -5.7641794e-001	
  6.0259853e-001	  1.1162022e+000	  1.4496946e+000	 -5.4188551e-001	 -5.7102902e-001	
  8.3472911e-001	  1.1196952e+000	  1.4907826e+000	 -6.9347870e-001	 -6.5255832e-001	
  7.1675807e-001	  1.1199337e+000	  1.4713819e+000	 -6.1759874e-001	 -7.3494317e-001	
  9.8070756e-001	  1.1152306e+000	  1.4163053e+000	 -9.0015316e-001	 -8.1416218e-001	
  1.0536844e+000	  1.1250822e+000	  1.4234801e+000	 -9.8718474e-001	 -8.7234967e-001	
  1.1456873e+000	  1.1149614e+000	  1.4324024e+000	 -8.9206778e-001	 -9.2666909e-001	
  1.1551998e+000	  1.1180693e+000	  1.4413248e+000	 -3.4253995e-001	 -9.8098850e-001	
  1.0695874e+000	  1.1103014e+000	  1.4502471e+000	 -9.7899840e-002	 -1.0185089e+000	
  1.0115158e+000	  1.1143057e+000	  1.4591695e+000	 -1.4288636e-001	 -1.0113159e+000	
